,houseName,roomType,area,toward,floor,year,address,price,unitPrice,region
14924,城西花园 ,2室2厅,57.67平米,南,低楼层(共7层),1999年建塔楼,金沙洲,170,单价29479元/平米,白云
14925,合一国际 ,2室2厅,85.77平米,南,高楼层(共23层),2006年建塔楼,同和,350,单价40807元/平米,白云
14926,贝丽花园 ,1室1厅,44平米,东南,中楼层(共15层),2009年建塔楼,机场路,180,单价40910元/平米,白云
14927,云东小区 ,1室1厅,44.97平米,西,低楼层(共9层),1997年建塔楼,同和,140,单价31132元/平米,白云
14928,东湖映月 ,3室2厅,88平米,北,低楼层(共29层),2012年建塔楼,白云大道北,275,单价31250元/平米,白云
14929,时代玫瑰园 ,3室2厅,119.95平米,北,中楼层(共13层),2004年建塔楼,白云大道北,479.8,单价40000元/平米,白云
14930,云东小区 ,3室2厅,80平米,北,高楼层(共9层),1997年建塔楼,同和,240,单价30000元/平米,白云
14931,黄石花园黄石东路 ,2室2厅,80.41平米,南,中楼层(共14层),1997年建塔楼,黄石路,260,单价32335元/平米,白云
14932,城西花园 ,1室1厅,43平米,东北,高楼层(共9层),1999年建塔楼,金沙洲,140,单价32559元/平米,白云
14933,保利西海岸英伦堡花园 ,3室2厅,97.09平米,东北,低楼层(共36层),塔楼,金沙洲,378,单价38933元/平米,白云
14934,富力桃园 ,3室2厅,90.58平米,东北,高楼层(共32层),2004年建塔楼,罗冲围,338,单价37316元/平米,白云
14935,春晖闲庭 ,3室2厅,126平米,西北,中楼层(共12层),2004年建塔楼,南湖,440,单价34921元/平米,白云
14936,新兴白云花园乐居北街 ,3室2厅,81.89平米,东,中楼层(共9层),1999年建塔楼,白云大道北,246,单价30041元/平米,白云
14937,金域蓝湾 ,2室2厅,86.2平米,西,中楼层(共34层),2008年建塔楼,金沙洲,360,单价41764元/平米,白云
14938,星汇金沙雅筑 ,3室2厅,116平米,南,中楼层(共21层),2013年建塔楼,金沙洲,405,单价34914元/平米,白云
14939,浔峰御金沙园 ,2室2厅,81.54平米,西北,高楼层(共25层),2011年建塔楼,金沙洲,310,单价38019元/平米,白云
14940,新兴白云花园乐居北街 ,3室2厅,81.89平米,东,中楼层(共9层),1999年建塔楼,白云大道北,246,单价30041元/平米,白云
14941,金域蓝湾 ,2室2厅,86.2平米,西,中楼层(共34层),2008年建塔楼,金沙洲,360,单价41764元/平米,白云
14942,新市花园二期 ,2室1厅,46.26平米,西,高楼层(共9层),1994年建塔楼,新市,120,单价25941元/平米,白云
14943,云东花园 ,2室2厅,83.48平米,西南,中楼层(共9层),1998年建塔楼,广园路,230,单价27552元/平米,白云
14944,富力半岛花园 ,2室2厅,64平米,东北,中楼层(共7层),1998年建塔楼,罗冲围,205,单价32032元/平米,白云
14945,佳地新都 ,1室1厅,42平米,南,高楼层(共9层),1994年建塔楼,新市,75,单价17858元/平米,白云
14946,广信春兰花园 ,2室1厅,68平米,南,高楼层(共9层),1995年建塔楼,同和,265,单价38971元/平米,白云
14947,星汇金沙雅筑二期 ,3室2厅,94.09平米,东北,高楼层(共32层),2014年建塔楼,金沙洲,320,单价34010元/平米,白云
14948,万科峯境 ,3室1厅,102平米,东北,中楼层(共17层),塔楼,白云大道南,650,单价63726元/平米,白云
14949,金碧新城 ,2室2厅,69平米,南,中楼层(共18层),2005年建塔楼,石井,230,单价33334元/平米,白云
14950,合一国际 ,2室2厅,78.6平米,南,高楼层(共23层),2006年建塔楼,同和,305,单价38805元/平米,白云
14951,时代花生Ⅱ ,3室2厅,83.39平米,北,高楼层(共32层),塔楼,同和,370,单价44370元/平米,白云
14952,保利西子湾 ,3室2厅,96平米,南,低楼层(共18层),2007年建塔楼,金沙洲,340,单价35417元/平米,白云
14953,白云高尔夫花园荷塘月色 ,1室0厅,62平米,西,中楼层(共12层),2002年建塔楼,黄石路,136,单价21936元/平米,白云
14954,润祥大厦 ,2室2厅,81平米,南,高楼层(共13层),2000年建塔楼,同和,283.5,单价35000元/平米,白云
14955,金碧雅苑 ,2室2厅,68.01平米,南,中楼层(共18层),2004年建塔楼,白云大道北,270,单价39701元/平米,白云
14956,时代糖果二期 ,3室2厅,77.74平米,南,高楼层(共17层),塔楼,金沙洲,170,单价21868元/平米,白云
14957,云景花园云景名都 ,3室2厅,106平米,南,高楼层(共18层),2002年建塔楼,同和,585,单价55189元/平米,白云
14958,金碧新城 ,2室2厅,59.74平米,东,高楼层(共11层),2004年建塔楼,石井,230,单价38501元/平米,白云
14959,翠逸家园 ,2室2厅,80平米,东南,高楼层(共17层),2000年建塔楼,机场路,360,单价45000元/平米,白云
14960,飞鹅西路 ,2室2厅,81.69平米,南 北,高楼层(共9层),1995年建塔楼,桂花岗,200,单价24483元/平米,白云
14961,广园云苑新村 ,2室1厅,61.09平米,北,高楼层(共9层),1999年建塔楼,广园路,195,单价31921元/平米,白云
14962,云山熹景 ,3室2厅,128.22平米,南,高楼层(共11层),2008年建塔楼,同和,650,单价50695元/平米,白云
14963,美景苑 ,2室1厅,77.8平米,南,高楼层(共9层),2008年建塔楼,机场路,310,单价39846元/平米,白云
14964,君立国际公寓 ,1室1厅,40平米,南,低楼层(共25层),塔楼,同和,122,单价30500元/平米,白云
14965,金碧雅苑 ,2室1厅,68平米,南,低楼层(共18层),2005年建塔楼,白云大道北,305,单价44853元/平米,白云
14966,卡布奇诺 ,1室1厅,38平米,南,高楼层(共8层),2012年建塔楼,南湖,80,单价21053元/平米,白云
14967,岭南新世界嘉云府 ,3室2厅,136平米,南,中楼层(共6层),2008年建板楼,白云大道北,720,单价52942元/平米,白云
14968,中海金沙湾 ,3室2厅,120平米,南 北,低楼层(共33层),2007年建塔楼,金沙洲,318,单价26500元/平米,白云
14969,中海金沙里 ,3室2厅,106.11平米,南,低楼层(共48层),塔楼,金沙洲,321,单价30252元/平米,白云
14970,卡布奇诺 ,1室1厅,38平米,南,高楼层(共8层),2012年建塔楼,南湖,80,单价21053元/平米,白云
14971,百事佳新村B区 ,1室1厅,52平米,南,中楼层(共8层),2006年建塔楼,广园路,160,单价30770元/平米,白云
14972,升平楼 ,3室2厅,116平米,东,中楼层(共9层),2003年建塔楼,石井,302,单价26035元/平米,白云
14973,雅居乐南湖半岛花园 ,4室2厅,190.8平米,南,中楼层(共18层),2003年建塔楼,南湖,950,单价49791元/平米,白云
14974,万科蓝山 ,2室2厅,85.65平米,南 北,高楼层(共18层),2007年建塔楼,南湖,275,单价32108元/平米,白云
14975,城西花园 ,2室2厅,72平米,南,高楼层(共9层),1999年建塔楼,金沙洲,240,单价33334元/平米,白云
14976,景泰名苑 ,2室2厅,83平米,南,低楼层(共10层),2001年建塔楼,广园路,260,单价31326元/平米,白云
14977,广州中医药大学宿舍 ,2室1厅,53.17平米,南,高楼层(共8层),1988年建塔楼,广园路,165,单价31033元/平米,白云
14978,金碧新城 ,2室1厅,72平米,东北,高楼层(共18层),2005年建塔楼,石井,250,单价34723元/平米,白云
14979,金碧新城 ,2室2厅,70.13平米,东南,高楼层(共32层),2006年建塔楼,石井,245,单价34936元/平米,白云
14980,金碧雅苑 ,3室2厅,98平米,西南,高楼层(共17层),2004年建塔楼,白云大道北,550,单价56123元/平米,白云
14981,阳光花园 ,2室1厅,34.56平米,南,高楼层(共9层),1997年建塔楼,同德围,88,单价25463元/平米,白云
14982,御鹿华轩 ,5室2厅,106平米,西南,高楼层(共9层),2000年建塔楼,广园路,550,单价51887元/平米,白云
14983,金名都 ,4室2厅,172平米,东南,中楼层(共45层),2008年建塔楼,金沙洲,500,单价29070元/平米,白云
14984,恒骏花园香柏广场 ,2室2厅,78平米,西北,高楼层(共30层),2010年建塔楼,同和,400,单价51283元/平米,白云
14985,富力桃园 ,2室2厅,83.27平米,东北,高楼层(共30层),2004年建塔楼,罗冲围,316,单价37949元/平米,白云
14986,阳光家园 ,2室2厅,70.78平米,南,中楼层(共9层),2002年建塔楼,沙太南,250,单价35321元/平米,白云
14987,恒大御景半岛 ,4室2厅,158.21平米,东南,低楼层(共31层),2007年建塔楼,金沙洲,410,单价25915元/平米,白云
14988,春晖闲庭 ,3室2厅,121.7平米,东,中楼层(共7层),2004年建塔楼,南湖,340.8,单价28000元/平米,白云
14989,南湖半山豪庭东苑 ,3室2厅,103.95平米,东南,中楼层(共28层),2005年建塔楼,南湖,330,单价31747元/平米,白云
14990,万科爱地住宅区 ,1室1厅,58平米,东南,中楼层(共12层),2000年建塔楼,金沙洲,205,单价35345元/平米,白云
14991,万方园 ,9室3厅,252.03平米,南,低楼层(共18层),塔楼,机场路,882.2,单价35001元/平米,白云
14992,云景花园云桂苑 ,5室2厅,145.61平米,东,高楼层(共6层),2002年建塔楼,同和,570,单价39146元/平米,白云
14993,东方明珠花园 ,5室3厅,332.8平米,西北,高楼层(共10层),1999年建塔楼,白云大道南,1550,单价46575元/平米,白云
14994,翠逸家园 ,2室1厅,81.05平米,北,中楼层(共16层),2000年建塔楼,机场路,400,单价49353元/平米,白云
14995,南航新村 ,3室2厅,104平米,南 北,中楼层(共17层),1997年建塔楼,新市,270,单价25962元/平米,白云
14996,卡布奇诺 ,3室2厅,91.5平米,南,中楼层(共6层),2012年建塔楼,南湖,320,单价34973元/平米,白云
14997,恒骏花园 ,2室2厅,69.49平米,南,高楼层(共9层),2002年建塔楼,同和,320,单价46050元/平米,白云
14998,汇侨新城北区 ,2室1厅,70平米,东,高楼层(共17层),2000年建塔楼,新市,210,单价30000元/平米,白云
14999,金域蓝湾 ,3室1厅,85平米,西,高楼层(共25层),2008年建塔楼,金沙洲,365,单价42942元/平米,白云
15000,金碧新城 ,3室2厅,107.18平米,东南,中楼层(共32层),2006年建塔楼,石井,428,单价39933元/平米,白云
15001,恒大御景半岛 ,3室2厅,140平米,东南,低楼层(共31层),2007年建塔楼,金沙洲,400,单价28572元/平米,白云
15002,金钟横路锦翠苑 ,2室1厅,70.98平米,北,高楼层(共9层),1993年建塔楼,广园路,206,单价29023元/平米,白云
15003,康盈阁 ,1室1厅,89平米,西,中楼层(共6层),1995年建塔楼,机场路,233,单价26180元/平米,白云
15004,机电宿舍 ,2室1厅,76.1平米,南,中楼层(共7层),1999年建塔楼,南湖,210,单价27596元/平米,白云
15005,景泰新村景泰直街 ,3室1厅,83平米,西南,中楼层(共8层),2008年建塔楼,广园路,250,单价30121元/平米,白云
15006,馨雅居 ,2室1厅,59平米,东北,中楼层(共9层),2008年建塔楼,石井,150,单价25424元/平米,白云
15007,金碧新城 ,2室1厅,64平米,东,中楼层(共27层),2007年建塔楼,石井,218,单价34063元/平米,白云
15008,富力阳光美居 ,2室1厅,67平米,东南,高楼层(共15层),2001年建塔楼,黄石路,240,单价35821元/平米,白云
15009,岭南新世界 ,3室2厅,92平米,南,低楼层(共11层),2000年建塔楼,白云大道北,382,单价41522元/平米,白云
15010,金碧新城 ,2室1厅,69平米,南 北,高楼层(共18层),2005年建塔楼,石井,225,单价32609元/平米,白云
15011,富力桃园 ,2室2厅,87.97平米,北,中楼层(共30层),2004年建塔楼,罗冲围,300,单价34103元/平米,白云
15012,深业江悦湾 ,2室2厅,79平米,西,低楼层(共26层),2014年建塔楼,金沙洲,270,单价34178元/平米,白云
15013,恒大御景半岛 ,3室2厅,127平米,东南,中楼层(共31层),2007年建塔楼,金沙洲,380,单价29922元/平米,白云
15014,恒大御景半岛玉兰湖 ,双拼别墅,6室2厅,256.5平米,1层,2008年建暂无数据层,金沙洲,850,单价33139元/平米,白云
15015,云泉居 ,4室2厅,94平米,西,中楼层(共9层),1999年建塔楼,白云大道北,290,单价30852元/平米,白云
15016,恒大御景半岛紫杉湖 ,独栋别墅,4室2厅,256平米,1层,2008年建暂无数据层,金沙洲,800,单价31250元/平米,白云
15017,中意花园 ,1室1厅,54平米,南,低楼层(共15层),1998年建塔楼,机场路,162,单价30000元/平米,白云
15018,嘉汇城 ,3室2厅,90.61平米,南,中楼层(共32层),塔楼,人和,170,单价18762元/平米,白云
15019,机场路华明街白云明珠广场 ,3室1厅,103平米,西南,中楼层(共14层),1996年建塔楼,机场路,339.9,单价33000元/平米,白云
15020,岭南新世界凯云新世界 ,3室2厅,131平米,南,中楼层(共26层),塔楼,白云大道北,760,单价58016元/平米,白云
15021,荔苑公寓 ,4室2厅,122平米,南,中楼层(共8层),2000年建塔楼,南湖,210,单价17214元/平米,白云
15022,荔苑公寓 ,3室2厅,106.66平米,南 北,高楼层(共8层),2000年建塔楼,南湖,188,单价17627元/平米,白云
15023,岭南新世界 ,4室2厅,130平米,东北,中楼层(共18层),2008年建塔楼,白云大道北,638,单价49077元/平米,白云
15024,一品湖山 ,4室2厅,137.89平米,南,高楼层(共16层),2011年建塔楼,南湖,580,单价42063元/平米,白云
15025,广园云苑新村 ,1室0厅,29平米,南,中楼层(共9层),1999年建塔楼,广园路,80,单价27587元/平米,白云
15026,恒骏花园香柏广场 ,2室2厅,78平米,东北,中楼层(共30层),2010年建塔楼,同和,400,单价51283元/平米,白云
15027,颐和山庄 ,3室3厅,164平米,南 北,低楼层(共7层),1999年建塔楼,南湖,550,单价33537元/平米,白云
15028,恒大御景半岛 ,5室2厅,185.57平米,南 北,高楼层(共31层),2007年建塔楼,金沙洲,565,单价30447元/平米,白云
15029,时代花生Ⅱ ,4室2厅,119.64平米,南,高楼层(共32层),塔楼,同和,550,单价45972元/平米,白云
15030,南湖半山豪庭东苑 ,2室2厅,82平米,南,低楼层(共26层),2005年建塔楼,南湖,262,单价31952元/平米,白云
15031,机场路华明街白云明珠广场 ,2室1厅,67.38平米,东,中楼层(共14层),1996年建塔楼,机场路,240,单价35619元/平米,白云
15032,京溪尚苑 ,2室2厅,85.35平米,东南,低楼层(共9层),2000年建塔楼,同和,320,单价37493元/平米,白云
15033,万科爱地住宅区 ,2室1厅,58.65平米,西南,中楼层(共13层),2000年建塔楼,金沙洲,180,单价30691元/平米,白云
15034,金名都 ,3室2厅,91.14平米,东南,低楼层(共45层),2008年建塔楼,金沙洲,250,单价27431元/平米,白云
15035,敏捷花城里 ,2室1厅,83.9平米,东南,低楼层(共34层),塔楼,金沙洲,150,单价17879元/平米,白云
15036,雅居乐南湖半岛花园 ,5室2厅,223平米,东南,低楼层(共18层),塔楼,南湖,800,单价35875元/平米,白云
15037,敏捷花城里 ,2室2厅,84平米,东南,中楼层(共31层),塔楼,金沙洲,145,单价17262元/平米,白云
15038,百顺台花园 ,3室1厅,88平米,东,高楼层(共15层),1999年建塔楼,新市,328,单价37273元/平米,白云
15039,元邦航空家园 ,3室1厅,99平米,南,中楼层(共11层),2004年建塔楼,黄石路,300,单价30304元/平米,白云
15040,恒骏花园香柏广场 ,1室1厅,55.81平米,南,低楼层(共30层),2010年建塔楼,同和,300,单价53754元/平米,白云
15041,佳润云凯雅寓 ,1室1厅,40.79平米,东南,低楼层(共14层),塔楼,南湖,135,单价33097元/平米,白云
15042,穗和名庭 ,2室1厅,89.28平米,北,中楼层(共15层),塔楼,人和,150,单价16802元/平米,白云
15043,星汇金沙雅筑二期 ,3室2厅,94平米,南 北,中楼层(共32层),2014年建塔楼,金沙洲,325,单价34575元/平米,白云
15044,怡新花园 ,4室2厅,132.15平米,南,低楼层(共16层),2007年建塔楼,同和,600,单价45403元/平米,白云
15045,万科四季花城百合苑 ,2室1厅,79平米,东南,中楼层(共6层),板楼,金沙洲,250,单价31646元/平米,白云
15046,金碧新城 ,1室1厅,24.28平米,南,低楼层(共18层),2005年建塔楼,石井,95,单价39127元/平米,白云
15047,金域蓝湾 ,2室2厅,83平米,西,高楼层(共25层),2008年建塔楼,金沙洲,340,单价40964元/平米,白云
15048,汇侨新城北区 ,2室1厅,80平米,东,中楼层(共18层),2000年建塔楼,新市,250,单价31250元/平米,白云
15049,恒大御景半岛 ,4室2厅,159.04平米,东北,中楼层(共31层),2007年建塔楼,金沙洲,510,单价32068元/平米,白云
15050,恒大御景半岛 ,3室2厅,176平米,东南,低楼层(共31层),2007年建塔楼,金沙洲,528,单价30000元/平米,白云
15051,恒大御景半岛 ,4室2厅,158平米,东,低楼层(共31层),2007年建塔楼,金沙洲,390,单价24684元/平米,白云
15052,合一国际 ,2室1厅,44平米,东,低楼层(共18层),2006年建塔楼,同和,280,单价63637元/平米,白云
15053,恒骏花园 ,2室1厅,58平米,北,低楼层(共13层),2000年建塔楼,同和,270,单价46552元/平米,白云
15054,金碧新城 ,2室1厅,75平米,东北,高楼层(共32层),2006年建塔楼,石井,265,单价35334元/平米,白云
15055,松溪花园 ,2室2厅,79.03平米,南,低楼层(共9层),2001年建塔楼,罗冲围,200,单价25307元/平米,白云
15056,润祥大厦 ,3室2厅,118.34平米,东,中楼层(共13层),2000年建塔楼,同和,307.7,单价26000元/平米,白云
15057,星汇金沙雅筑 ,4室2厅,151平米,南,中楼层(共32层),2013年建塔楼,金沙洲,543,单价35961元/平米,白云
15058,恒大绿洲花园 ,4室2厅,303平米,东南,高楼层(共4层),2008年建板楼,金沙洲,1380,单价45545元/平米,白云
15059,广州富力城 ,3室2厅,92平米,东南,中楼层(共16层),2007年建塔楼,黄石路,285,单价30979元/平米,白云
15060,星汇金沙雅筑 ,4室2厅,151平米,南,中楼层(共32层),2013年建塔楼,金沙洲,543,单价35961元/平米,白云
15061,润祥大厦 ,3室2厅,118.34平米,东,中楼层(共13层),2000年建塔楼,同和,307.7,单价26000元/平米,白云
15062,金名都 ,3室2厅,120平米,西北,高楼层(共45层),2008年建塔楼,金沙洲,350,单价29167元/平米,白云
15063,恒大绿洲花园 ,4室2厅,303平米,东南,高楼层(共4层),2008年建板楼,金沙洲,1380,单价45545元/平米,白云
15064,恒大御景半岛 ,4室2厅,159.04平米,东北,中楼层(共31层),2007年建塔楼,金沙洲,510,单价32068元/平米,白云
15065,恒大御景半岛 ,3室2厅,176平米,东南,低楼层(共31层),2007年建塔楼,金沙洲,528,单价30000元/平米,白云
15066,恒大御景半岛 ,4室2厅,158平米,东,低楼层(共31层),2007年建塔楼,金沙洲,390,单价24684元/平米,白云
15067,中海金沙湾 ,2室2厅,82.55平米,东北,中楼层(共33层),2007年建塔楼,金沙洲,230,单价27862元/平米,白云
15068,君立国际公寓 ,2室1厅,54平米,东北,中楼层(共25层),塔楼,同和,189,单价35000元/平米,白云
15069,燕塘工业园小区 ,3室1厅,96平米,东南,高楼层(共9层),1990年建塔楼,沙太南,280,单价29167元/平米,白云
15070,深业江悦湾 ,4室2厅,188.06平米,东,中楼层(共8层),塔楼,金沙洲,850,单价45199元/平米,白云
15071,汇侨新城南区 ,3室2厅,106.72平米,西南,低楼层(共15层),2000年建塔楼,新市,320,单价29986元/平米,白云
15072,同德花园同雅北街 ,2室1厅,53平米,南,中楼层(共8层),1998年建塔楼,同德围,140,单价26416元/平米,白云
15073,城西花园 ,1室1厅,27平米,东,高楼层(共9层),1999年建塔楼,金沙洲,100,单价37038元/平米,白云
15074,怡新花园 ,4室2厅,137平米,南,高楼层(共17层),2007年建塔楼,同和,685,单价50000元/平米,白云
15075,中海金沙湾 ,3室1厅,99平米,西南,中楼层(共33层),2007年建塔楼,金沙洲,330,单价33334元/平米,白云
15076,金碧新城 ,2室2厅,71平米,西南,低楼层(共32层),2006年建塔楼,石井,280,单价39437元/平米,白云
15077,广信春兰花园 ,3室1厅,88平米,北,高楼层(共9层),1995年建塔楼,同和,334.4,单价38000元/平米,白云
15078,汇侨新城东区 ,3室1厅,87平米,南,高楼层(共9层),2000年建塔楼,新市,260,单价29886元/平米,白云
15079,中海金沙湾 ,3室2厅,103平米,东北,中楼层(共33层),2009年建塔楼,金沙洲,300,单价29127元/平米,白云
15080,南湖半山豪庭东苑 ,3室2厅,104平米,东,中楼层(共28层),2005年建塔楼,南湖,320,单价30770元/平米,白云
15081,中海金沙湾 ,2室2厅,82.96平米,东北,中楼层(共33层),2007年建塔楼,金沙洲,240,单价28930元/平米,白云
15082,汇侨新城南区 ,2室1厅,65平米,北,高楼层(共15层),2000年建塔楼,新市,220,单价33847元/平米,白云
15083,中海金沙湾 ,3室2厅,128.93平米,东南,高楼层(共33层),2007年建塔楼,金沙洲,425.5,单价33001元/平米,白云
15084,万科四季花城 ,3室2厅,126平米,南 北,中楼层(共5层),塔楼,金沙洲,450,单价35715元/平米,白云
15085,富业苑云岭雅筑 ,3室1厅,95平米,南 北,中楼层(共7层),2000年建塔楼,大金钟,580,单价61053元/平米,白云
15086,恒骏花园 ,3室2厅,86.04平米,南,中楼层(共10层),2002年建塔楼,同和,400,单价46491元/平米,白云
15087,云裳丽影 ,2室2厅,89.54平米,东北,高楼层(共14层),塔楼,同和,410,单价45790元/平米,白云
15088,吉兴大厦 ,3室2厅,91.64平米,南,高楼层(共12层),1997年建塔楼,机场路,280,单价30555元/平米,白云
15089,集贤苑 ,1室1厅,56.81平米,南,中楼层(共11层),1999年建塔楼,白云大道北,255,单价44887元/平米,白云
15090,和润花园 ,3室0厅,104.94平米,南 北,低楼层(共5层),1999年建板楼,桂花岗,298,单价28398元/平米,白云
15091,金桂园 ,1室1厅,57平米,南,高楼层(共16层),2000年建塔楼,桂花岗,240,单价42106元/平米,白云
15092,中海金沙湾 ,3室2厅,104平米,东北,低楼层(共33层),2007年建塔楼,金沙洲,300,单价28847元/平米,白云
15093,春庭花园 ,1室0厅,28.99平米,东,低楼层(共2层),1999年建塔楼,白云山风景区,35,单价12074元/平米,白云
15094,万科四季花城涟山 ,独栋别墅,4室2厅,169平米,1层,暂无数据层,金沙洲,700,单价41421元/平米,白云
15095,云东小区 ,2室2厅,87平米,南,中楼层(共9层),1997年建塔楼,同和,235,单价27012元/平米,白云
15096,时代糖果二期 ,2室1厅,77平米,东北,低楼层(共17层),塔楼,金沙洲,168,单价21819元/平米,白云
15097,中海金沙湾 ,3室2厅,157平米,西南,中楼层(共33层),2010年建塔楼,金沙洲,520,单价33122元/平米,白云
15098,中海金沙湾 ,3室2厅,128.73平米,东南,高楼层(共33层),2007年建塔楼,金沙洲,424.9,单价33001元/平米,白云
15099,嘉汇城 ,5室2厅,188.11平米,南,低楼层(共32层),塔楼,人和,340,单价18075元/平米,白云
15100,金域蓝湾 ,3室2厅,94.41平米,西南,低楼层(共34层),2008年建塔楼,金沙洲,410,单价43428元/平米,白云
15101,富力半岛花园 ,2室1厅,78.22平米,东,中楼层(共33层),2005年建塔楼,罗冲围,295,单价37715元/平米,白云
15102,佳润云凯雅寓 ,2室2厅,70.79平米,东北,中楼层(共16层),2014年建塔楼,南湖,260,单价36729元/平米,白云
15103,保利珑熙 ,3室1厅,122平米,东南,低楼层(共23层),塔楼,罗冲围,610,单价50000元/平米,白云
15104,金满家园 ,2室1厅,60平米,东,中楼层(共9层),2000年建塔楼,金沙洲,170,单价28334元/平米,白云
15105,时代花生Ⅱ ,3室2厅,85平米,南,低楼层(共32层),塔楼,同和,410,单价48236元/平米,白云
15106,国鑫大厦 ,1室1厅,73.14平米,东,中楼层(共9层),塔楼,同德围,146,单价19962元/平米,白云
15107,体育花园体育九街 ,2室2厅,89.82平米,北,低楼层(共8层),2001年建塔楼,白云大道南,670,单价74594元/平米,白云
15108,嘉汇城 ,4室2厅,150平米,南,低楼层(共32层),塔楼,人和,280,单价18667元/平米,白云
15109,云山熹景 ,5室3厅,264.52平米,东,高楼层(共18层),2008年建塔楼,同和,1400,单价52927元/平米,白云
15110,华宇苑 ,2室1厅,61平米,东南,中楼层(共9层),1997年建塔楼,罗冲围,180,单价29509元/平米,白云
15111,君立国际公寓 ,2室1厅,54.96平米,南,低楼层(共16层),塔楼,同和,230,单价41849元/平米,白云
15112,春庭花园 ,1室0厅,26.48平米,南,低楼层(共2层),1999年建塔楼,白云山风景区,40,单价15106元/平米,白云
15113,佳润云凯雅寓 ,1室1厅,41平米,东北,低楼层(共16层),2014年建塔楼,南湖,120,单价29269元/平米,白云
15114,岭南新世界锦云峰 ,3室2厅,94平米,北,高楼层(共32层),2013年建塔楼,白云大道北,450,单价47873元/平米,白云
15115,方圆白云时光 ,1室1厅,96平米,南,低楼层(共13层),塔楼,黄石路,230,单价23959元/平米,白云
15116,景泰新村景泰西一巷 ,2室1厅,68平米,东南,低楼层(共12层),2008年建塔楼,广园路,258.4,单价38000元/平米,白云
15117,金域蓝湾 ,1室1厅,46.21平米,南,中楼层(共11层),2008年建塔楼,金沙洲,200,单价43281元/平米,白云
15118,颐和高尔夫庄园A区 ,独栋别墅,6室4厅,613.86平米,1层,暂无数据层,南湖,4800,单价78194元/平米,白云
15119,云裳丽影 ,3室2厅,115平米,西南,高楼层(共25层),2007年建塔楼,同和,575,单价50000元/平米,白云
15120,方圆白云时光 ,1室1厅,96平米,南,低楼层(共13层),塔楼,黄石路,230,单价23959元/平米,白云
15121,云西小区云西一街 ,2室1厅,74平米,南 北,低楼层(共9层),1996年建塔楼,广园路,268,单价36217元/平米,白云
15122,岭南新世界锦云峰 ,3室2厅,94平米,北,高楼层(共32层),2013年建塔楼,白云大道北,450,单价47873元/平米,白云
15123,元邦航空家园 ,2室2厅,71平米,西,低楼层(共11层),2004年建塔楼,黄石路,235,单价33099元/平米,白云
15124,卡布奇诺 ,1室0厅,36平米,南,中楼层(共8层),2012年建塔楼,南湖,70,单价19445元/平米,白云
15125,春庭花园 ,2室1厅,51.73平米,南,低楼层(共2层),1999年建塔楼,白云山风景区,95,单价18365元/平米,白云
15126,中海金沙里 ,3室2厅,88平米,东南,中楼层(共48层),塔楼,金沙洲,290,单价32955元/平米,白云
15127,邦华翠悦湾 ,4室2厅,116.97平米,南,中楼层(共12层),塔楼,同德围,500,单价42747元/平米,白云
15128,紫来居 ,4室2厅,142平米,东南,低楼层(共11层),2005年建塔楼,白云大道南,750,单价52817元/平米,白云
15129,嘉德苑 ,2室1厅,41.68平米,北,低楼层(共9层),2003年建塔楼,同德围,108,单价25912元/平米,白云
15130,卡布奇诺 ,2室1厅,62.5平米,南,高楼层(共6层),2012年建塔楼,南湖,235,单价37600元/平米,白云
15131,卡布奇诺 ,1室1厅,55平米,南,中楼层(共8层),2012年建塔楼,南湖,120,单价21819元/平米,白云
15132,隆康花园 ,5室2厅,177.61平米,西南,中楼层(共11层),2002年建塔楼,白云大道南,850,单价47858元/平米,白云
15133,梅宾东公安宿舍 ,2室1厅,60.54平米,北,中楼层(共9层),1999年建塔楼,同和,230,单价37992元/平米,白云
15134,纵横缤城 ,3室1厅,103平米,南 北,中楼层(共20层),2009年建塔楼,新市,381.1,单价37000元/平米,白云
15135,中海金沙湾 ,3室2厅,123.44平米,东南,低楼层(共33层),2007年建塔楼,金沙洲,380,单价30785元/平米,白云
15136,纵横缤城 ,4室2厅,162.01平米,南,中楼层(共18层),2009年建塔楼,新市,600,单价37035元/平米,白云
15137,中意花园 ,4室2厅,178平米,西南,低楼层(共15层),1998年建塔楼,机场路,520,单价29214元/平米,白云
15138,南湖半山豪庭 ,2室2厅,111.02平米,南,高楼层(共23层),2005年建塔楼,南湖,435,单价39183元/平米,白云
15139,紫来居 ,2室1厅,83平米,东北,中楼层(共11层),2005年建塔楼,白云大道南,348.6,单价42000元/平米,白云
15140,云山诗意 ,4室2厅,64.66平米,东南,中楼层(共18层),2008年建塔楼,白云大道北,310.4,单价48001元/平米,白云
15141,岭南新世界锦云峰 ,2室2厅,81平米,北,高楼层(共32层),2013年建塔楼,白云大道北,350,单价43210元/平米,白云
15142,金碧雅苑 ,2室2厅,68平米,南,高楼层(共18层),2005年建塔楼,白云大道北,268,单价39412元/平米,白云
15143,方圆白云时光 ,3室1厅,70.17平米,东南,高楼层(共13层),塔楼,黄石路,197,单价28075元/平米,白云
15144,中海金沙湾 ,3室2厅,123平米,南 北,中楼层(共33层),2007年建塔楼,金沙洲,375,单价30488元/平米,白云
15145,金广电大厦 ,2室2厅,90.75平米,东北,中楼层(共24层),1999年建塔楼,罗冲围,320,单价35262元/平米,白云
