,area,street,community,introduction,room_type,acreage,price,unit_price,toward,decoration,elevator,floor,year,follow,visit,release_time,url
15794,黄埔,科学城,新福港鼎峰 ,香雪大道 大户型4房 交通方便,4室2厅,140.62平米,580,单价41246元/平米,南,其他,-,低楼层(共29层),塔楼,0人关注,共1次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004266536.html
15795,黄埔,科学城,越秀岭南山畔 ,越秀岭南山畔 精致三房 地铁周边,3室2厅,170.18平米,575,单价33788元/平米,东南,其他,有电梯,低楼层(共32层),2014年建塔楼,28人关注,共1次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0003297179.html
15796,黄埔,科学城,科城山庄 ,科城山庄，精装修四房，景观好,4室2厅,146.44平米,650,单价44387元/平米,南,其他,有电梯,低楼层(共12层),2012年建塔楼,2人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004090912.html
15797,黄埔,科学城,锦林山庄 ,锦林山庄 格局方正 交通便利,2室2厅,77平米,230,单价29871元/平米,南,其他,-,中楼层(共4层),板楼,86人关注,共0次带看,10个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003036375.html
15798,黄埔,区府,万科城市花园 ,万科城市花园  实用三房  间隔方正实用,3室2厅,98平米,370,单价37756元/平米,东北,简装,有电梯,中楼层(共11层),2003年建塔楼,3人关注,共1次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003880915.html
15799,黄埔,区府,万科城市花园 ,万科城市花园 东南向三房 带主套 保养好,3室2厅,112.41平米,425,单价37809元/平米,东南,精装,有电梯,低楼层(共11层),2003年建塔楼,15人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003385145.html
15800,黄埔,区府,祥辉苑 ,祥辉苑星座 楼龄新 配套成熟,1室1厅,62平米,217,单价35000元/平米,西北,其他,有电梯,高楼层(共19层),塔楼,1人关注,共0次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004193814.html
15801,黄埔,区府,金碧领秀国际 ,金碧领秀 方正两房 读书好地方,2室2厅,83.31平米,338,单价40572元/平米,南,简装,有电梯,中楼层(共33层),2007年建塔楼,5人关注,共1次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003968862.html
15802,黄埔,区府,省机施大院 ,省机施大院 2房1厅 格局方正 南北对流,3室1厅,75.22平米,160,单价21271元/平米,南 北,其他,无电梯,低楼层(共6层),1997年建板楼,9人关注,共7次带看,4天以前发布,https://gz.lianjia.com/ershoufang/GZ0004339668.html
15803,黄埔,科学城,万科新里程 ,万科新里程 精装南向三房  视野景观好,3室2厅,91.38平米,330,单价36113元/平米,南,其他,有电梯,高楼层(共25层),2009年建塔楼,5人关注,共2次带看,10天以前发布,https://gz.lianjia.com/ershoufang/GZ0004338967.html
15804,黄埔,区府,怡港花园 ,怡港花园 电梯房 格局方正,3室1厅,81平米,316,单价39013元/平米,西北,精装,有电梯,低楼层(共11层),1999年建塔楼,7人关注,共1次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003819321.html
15805,黄埔,区府,金丽园 ,金丽园 复式9楼 户型正气 采光好,2室2厅,92.73平米,220,单价23725元/平米,南,简装,无电梯,高楼层(共9层),1997年建塔楼,41人关注,共1次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003599099.html
15806,黄埔,区府,新安苑 ,新安苑 家私电器齐 保养好,2室2厅,86平米,238,单价27675元/平米,南,其他,无电梯,中楼层(共9层),1998年建塔楼,6人关注,共2次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003798934.html
15807,黄埔,区府,怡港花园 ,怡港花园 电梯三房 户型格局好,3室2厅,106平米,420,单价39623元/平米,东,其他,有电梯,中楼层(共17层),1999年建塔楼,4人关注,共2次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004246347.html
15808,黄埔,区府,金碧世纪花园 ,金碧世纪花园 南向三房采光充足 望泳池,3室2厅,96平米,415,单价43230元/平米,南,其他,有电梯,低楼层(共32层),2004年建塔楼,5人关注,共0次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004054744.html
15809,黄埔,区府,怡园小区 ,怡园小区 楼梯三房 户型方正,3室2厅,84.37平米,360,单价42670元/平米,南 北,简装,无电梯,中楼层(共8层),1992年建塔楼,8人关注,共0次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003623083.html
15810,黄埔,区府,怡港花园 ,怡港花园 电梯两房 户型方正,2室2厅,87平米,390,单价44828元/平米,西北,其他,有电梯,高楼层(共24层),1999年建塔楼,4人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003499980.html
15811,黄埔,区府,中鼎君和名城 ,中鼎君和名城 精致两房 中高楼层,2室2厅,75平米,325,单价43334元/平米,北,其他,有电梯,中楼层(共34层),2015年建塔楼,34人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003766210.html
15812,黄埔,区府,金碧世纪花园 ,金碧世纪花园 2房,2室1厅,65平米,290,单价44616元/平米,南 北,精装,有电梯,低楼层(共32层),2004年建塔楼,2人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004293872.html
15813,黄埔,科学城,雅居乐富春山居 ,雅居乐五房 南北通透，视野开阔,5室2厅,242平米,968,单价40000元/平米,南 北,其他,有电梯,中楼层(共25层),2014年建塔楼,2人关注,共0次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003208975.html
15814,黄埔,区府,乙烯大院 ,实用舒适单位 配套完善,3室2厅,111平米,295,单价26577元/平米,北,其他,无电梯,高楼层(共8层),1998年建塔楼,18人关注,共0次带看,11个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003082203.html
15815,黄埔,区府,银丰花园银丰二街 ,银丰小区 舒适3房 保养新净 南北通透,3室2厅,100.92平米,300,单价29727元/平米,南 北,其他,无电梯,中楼层(共9层),1999年建塔楼,5人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003391332.html
15816,黄埔,区府,怡港花园 ,怡港花园 高楼层 视野开阔,4室2厅,143.31平米,800,单价55824元/平米,东南,其他,有电梯,高楼层(共24层),1999年建塔楼,7人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003388491.html
15817,黄埔,区府,海安小区 ,红山派出所 户型方正 中楼层,3室2厅,83.8平米,215,单价25657元/平米,南,简装,无电梯,高楼层(共9层),1998年建塔楼,11人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003386670.html
15818,黄埔,区府,金逸雅居 ,金逸雅居 方正实用大三房,4室2厅,118.28平米,510,单价43119元/平米,东南,精装,有电梯,低楼层(共11层),2006年建塔楼,3人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003318516.html
15819,黄埔,科学城,萝岗敏捷广场 ,敏捷广场 装修采光好 交通便利修,4室2厅,105平米,260,单价24762元/平米,东北,其他,-,高楼层(共18层),2016年建塔楼,29人关注,共0次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003584145.html
15820,黄埔,区府,东苑小区 ,东苑小区 温馨四房 带怡园校区,4室2厅,123.75平米,428,单价34586元/平米,南,其他,有电梯,高楼层(共17层),2000年建塔楼,3人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003839561.html
15821,黄埔,区府,金逸雅居 ,"金逸雅居,实用三房,保养新净",3室2厅,118平米,453,单价38390元/平米,东北,其他,有电梯,中楼层(共11层),2006年建塔楼,9人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002621231.html
15822,黄埔,区府,金逸雅居 ,金逸雅居 舒适3房 格局方正,3室2厅,108平米,450,单价41667元/平米,北,简装,有电梯,低楼层(共17层),2006年建塔楼,12人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003072281.html
15823,黄埔,区府,万科城市花园 ,万科城市花园 复式四房  交通便利,4室2厅,86.77平米,510,单价58777元/平米,西南,精装,有电梯,高楼层(共18层),2003年建塔楼,14人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002761924.html
15824,黄埔,区府,万科城市花园 ,万科城市花园 实用大四房 采光好,4室2厅,89平米,500,单价56180元/平米,南,精装,有电梯,高楼层(共18层),2003年建塔楼,16人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002954269.html
15825,黄埔,区府,万科城市花园 ,万科城市花园 实用大四房 采光好,4室2厅,89平米,500,单价56180元/平米,南,精装,有电梯,高楼层(共18层),2003年建塔楼,16人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0002954269.html
15826,黄埔,区府,金碧领秀国际 ,金碧领秀 装修保养好 户型方正 送大平台,2室2厅,80.52平米,310,单价38500元/平米,北,其他,有电梯,低楼层(共33层),2007年建塔楼,13人关注,共0次带看,一年前发布,https://gz.lianjia.com/ershoufang/GZ0003479621.html
15827,黄埔,区府,金碧世纪花园 ,金碧世纪花园 高层温馨两房 安静望花园,2室2厅,69平米,255,单价36957元/平米,南,其他,有电梯,低楼层(共17层),2004年建塔楼,6人关注,共0次带看,21天以前发布,https://gz.lianjia.com/ershoufang/GZ0004202071.html
15828,黄埔,区府,怡港花园 ,怡港花园 望花园两房 格局方正,2室2厅,76平米,228,单价30000元/平米,西,其他,无电梯,高楼层(共9层),1999年建塔楼,7人关注,共0次带看,23天以前发布,https://gz.lianjia.com/ershoufang/GZ0004182302.html
15829,黄埔,区府,金碧世纪花园 ,金碧世纪花园 温馨安静,2室2厅,71.62平米,320,单价44681元/平米,北,简装,有电梯,中楼层(共17层),2004年建塔楼,3人关注,共0次带看,21天以前发布,https://gz.lianjia.com/ershoufang/GZ0004199663.html
15830,黄埔,区府,大沙地东路 ,大沙地东路 三房一厅 交通便利,3室1厅,83平米,245,单价29519元/平米,南,其他,-,高楼层(共8层),塔楼,4人关注,共0次带看,25天以前发布,https://gz.lianjia.com/ershoufang/GZ0004174242.html
15831,黄埔,区府,怡港花园 ,怡港花园 南向两房 格局方正,2室2厅,80平米,328,单价41000元/平米,南,简装,有电梯,中楼层(共11层),1999年建塔楼,1人关注,共0次带看,20天以前发布,https://gz.lianjia.com/ershoufang/GZ0004217613.html
15832,黄埔,区府,荔园小区 ,荔园小区 格局方正 配套成熟,2室1厅,71.08平米,205,单价28841元/平米,南 北,简装,无电梯,高楼层(共9层),1995年建塔楼,4人关注,共0次带看,17天以前发布,https://gz.lianjia.com/ershoufang/GZ0004226542.html
15833,黄埔,区府,黄埔花园 ,黄埔花园 精装修 2房一厅,2室2厅,89.24平米,350,单价39221元/平米,南,其他,有电梯,高楼层(共14层),2011年建塔楼,16人关注,共0次带看,17天以前发布,https://gz.lianjia.com/ershoufang/GZ0004229623.html
15834,黄埔,区府,泰景花园文雅阁 ,泰景花园 精装三房 园景单位,3室2厅,96.11平米,307,单价31943元/平米,东北,精装,有电梯,中楼层(共9层),2004年建塔楼,2人关注,共0次带看,18天以前发布,https://gz.lianjia.com/ershoufang/GZ0004258102.html
15835,黄埔,开发区,黄埔东路3013号大院 ,黄埔87中教师宿舍 实用南向3房,3室2厅,80.59平米,176,单价21839元/平米,南,其他,-,低楼层(共6层),板楼,12人关注,共0次带看,25天以前发布,https://gz.lianjia.com/ershoufang/GZ0004167867.html
15836,黄埔,区府,荔香路 ,荔香路28号 区府楼,3室2厅,129.2平米,538,单价41641元/平米,北,其他,-,中楼层(共24层),塔楼,0人关注,共0次带看,21天以前发布,https://gz.lianjia.com/ershoufang/GZ0004202120.html
15837,黄埔,区府,新景楼 ,新景楼 交通便利 南向两房,2室2厅,91.16平米,265,单价29070元/平米,南,简装,无电梯,中楼层(共9层),1998年建塔楼,14人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003744697.html
15838,黄埔,区府,金碧世纪花园 ,金碧世纪花园 厅直出阳台 安静精装两房,2室2厅,69平米,253,单价36667元/平米,北,其他,有电梯,高楼层(共32层),2004年建塔楼,9人关注,共0次带看,17天以前发布,https://gz.lianjia.com/ershoufang/GZ0004259267.html
15839,黄埔,区府,怡园小区 ,怡园小区，南北三房 ，光线好,3室2厅,97.3平米,291,单价29908元/平米,北,其他,无电梯,高楼层(共8层),1992年建塔楼,1人关注,共0次带看,28天以前发布,https://gz.lianjia.com/ershoufang/GZ0004175034.html
15840,黄埔,区府,东城国际大厦 ,东城国际 高楼层 安静不吵,1室2厅,98平米,205,单价20919元/平米,东南,其他,有电梯,中楼层(共30层),2008年建塔楼,0人关注,共0次带看,28天以前发布,https://gz.lianjia.com/ershoufang/GZ0004238618.html
15841,黄埔,区府,金碧世纪花园 ,金碧世纪花园 精装两房 格局方正 采光好,2室2厅,69平米,261,单价37827元/平米,南,其他,有电梯,高楼层(共17层),2004年建塔楼,7人关注,共1次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004077044.html
15842,黄埔,区府,金碧世纪花园 ,金碧世纪花园 配套完善 格局方正 采光通,2室2厅,73平米,295,单价40411元/平米,北,其他,有电梯,高楼层(共32层),2004年建塔楼,0人关注,共0次带看,25天以前发布,https://gz.lianjia.com/ershoufang/GZ0004323964.html
15843,黄埔,区府,珍宝巴士楼 ,珍宝巴士楼 中高层 格局方正 两房改三房,3室1厅,64.5平米,185,单价28683元/平米,南 北,其他,无电梯,高楼层(共9层),塔楼,20人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003923775.html
15844,黄埔,开发区,南屏苑 ,南屏苑 精装三房 宽敞舒适,3室1厅,81平米,160,单价19754元/平米,南 北,其他,-,高楼层(共7层),塔楼,25人关注,共1次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003921528.html
15845,黄埔,区府,怡港花园 ,怡港花园 园中园南向大三房 安静不吵,3室2厅,99平米,435,单价43940元/平米,南,简装,有电梯,高楼层(共11层),1999年建塔楼,4人关注,共1次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004069463.html
15846,黄埔,区府,怡港花园 ,怡港花园 精装修两房 高层采光好,2室2厅,88.14平米,345,单价39143元/平米,东北,其他,有电梯,中楼层(共17层),1999年建塔楼,2人关注,共2次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003668746.html
15847,黄埔,区府,金碧领秀国际 ,金碧领秀国际 方正大三房 单边位无遮挡,3室1厅,110.51平米,420,单价38006元/平米,北,精装,有电梯,高楼层(共33层),2007年建塔楼,5人关注,共2次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004202394.html
15848,黄埔,区府,荔园小区 ,荔园小区 精装两房 南北对流,2室1厅,69.9平米,210,单价30043元/平米,南 北,简装,无电梯,高楼层(共9层),1995年建塔楼,14人关注,共0次带看,6个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003255846.html
15849,黄埔,区府,港湾路港湾西三街 ,港湾西三街 南向两房 温馨舒适,2室2厅,53.44平米,150,单价28069元/平米,南,简装,无电梯,中楼层(共7层),1995年建塔楼,36人关注,共2次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003807887.html
15850,黄埔,区府,海关大院 ,海关大院 东南朝向 新装修,3室2厅,112平米,328,单价29286元/平米,东南,简装,无电梯,低楼层(共9层),1998年建塔楼,10人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003821327.html
15851,黄埔,区府,金碧世纪花园 ,金碧世纪花园 南向两房 诚心放卖,2室2厅,69平米,260,单价37682元/平米,南,其他,有电梯,中楼层(共17层),2004年建塔楼,16人关注,共1次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003793656.html
15852,黄埔,科学城,雅居乐富春山居 ,雅居乐富春山局 大开间四房 环境舒适,5室2厅,325平米,980,单价30154元/平米,东南,其他,有电梯,低楼层(共25层),2014年建塔楼,4人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003942490.html
15853,黄埔,科学城,雅居乐富春山居 ,雅居乐富春山居 南北对流 大五房,7室3厅,292.1平米,1200,单价41082元/平米,南 北,其他,有电梯,中楼层(共25层),2014年建塔楼,5人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003964573.html
15854,黄埔,开发东区,宏康花园六期明悦居 ,明悦居 南北对流温馨两房 可改三房,2室2厅,80.26平米,184,单价22926元/平米,南 北,其他,无电梯,中楼层(共7层),板楼,8人关注,共0次带看,31天以前发布,https://gz.lianjia.com/ershoufang/GZ0004129973.html
15855,黄埔,科学城,保利越秀岭南林语 ,岭南林语 联排别墅 环境优美,独栋别墅,3室2厅,850,单价42667元/平米,199.22平米,南 北,-,1层,暂无数据层,8人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003851052.html
15856,黄埔,区府,泰景花园文荟阁 ,泰景花园 南向电梯3房 采光通,3室2厅,105平米,405,单价38572元/平米,南,简装,有电梯,中楼层(共9层),2009年建塔楼,6人关注,共5次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003843713.html
15857,黄埔,区府,怡港花园 ,怡港花园 南向三房 楼龄新 保养好,3室2厅,88.8平米,375,单价42230元/平米,南,简装,有电梯,高楼层(共9层),1999年建塔楼,5人关注,共0次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004040074.html
15858,黄埔,区府,黄埔花园 ,黄埔花园 中高层两房 采光通风好,2室2厅,82.5平米,335,单价40607元/平米,西北,其他,有电梯,中楼层(共14层),2011年建塔楼,12人关注,共3次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003796691.html
15859,黄埔,区府,金碧世纪花园 ,金碧世纪花园 第五期 望花园,3室2厅,129.72平米,570,单价43941元/平米,南,其他,有电梯,高楼层(共25层),2004年建塔楼,8人关注,共0次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003559457.html
15860,黄埔,区府,石化生活区 ,石化生活区 中层两房 南向 格局方正,2室1厅,64.38平米,155,单价24076元/平米,南,精装,无电梯,中楼层(共6层),1976年建板楼,66人关注,共4次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003599066.html
15861,黄埔,区府,黄埔花园 ,黄埔花园 一房一厅 东南向 方正实用,1室1厅,62平米,265,单价42742元/平米,东南,其他,有电梯,中楼层(共24层),2011年建塔楼,23人关注,共4次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003626422.html
15862,黄埔,区府,榕景园 ,榕景园 复式楼  带花园  大四房,4室2厅,157平米,500,单价31848元/平米,东北,其他,有电梯,低楼层(共9层),2001年建塔楼,9人关注,共0次带看,9个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003606963.html
15863,黄埔,区府,金碧世纪花园 ,金碧世纪花园 舒适大三房 望花园泳池,3室2厅,96平米,420,单价43750元/平米,南,其他,有电梯,低楼层(共32层),2004年建塔楼,4人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003838121.html
15864,黄埔,科学城,珠江嘉园 ,珠江嘉园 东南向中高楼层 无遮挡好采光,3室2厅,107平米,245,单价22898元/平米,东南,其他,-,中楼层(共28层),塔楼,64人关注,共0次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003578567.html
15865,黄埔,区府,金港花园 ,天伦东时区 精装三房 望花园,3室2厅,94.7平米,400,单价42239元/平米,北,精装,有电梯,中楼层(共23层),2000年建塔楼,1人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003778015.html
15866,黄埔,区府,中鼎君和名城 ,君和名城 精装三房 交通便利,3室1厅,91平米,518,单价56924元/平米,北,其他,有电梯,高楼层(共34层),2015年建塔楼,2人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003851373.html
15867,黄埔,科学城,龙光香悦山 ,龙光香悦山 生态别墅 园林住宅,独栋别墅,3室3厅,1000,单价30215元/平米,330.97平米,南 北,-,1层,暂无数据层,6人关注,共0次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003948208.html
15868,黄埔,科学城,保利香雪山花园 ,保利香雪山 少见复式设计 精致装修,3室4厅,141.9平米,920,单价64835元/平米,南 北,其他,有电梯,高楼层(共10层),2009年建板楼,7人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003923789.html
15869,黄埔,区府,乙烯大院 ,乙烯大院 实用二房 户型格局,2室2厅,77平米,215,单价27923元/平米,南 北,其他,无电梯,低楼层(共8层),1998年建塔楼,8人关注,共5次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004076676.html
15870,黄埔,区府,金碧世纪花园 ,金碧世纪花园 2房,2室1厅,65平米,250,单价38462元/平米,南 北,其他,有电梯,低楼层(共32层),2004年建塔楼,7人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004306718.html
15871,黄埔,区府,黄埔新村黄埔雅苑 ,黄埔雅苑 户型方正 南向三房,3室2厅,86平米,336,单价39070元/平米,南,其他,有电梯,中楼层(共17层),2004年建塔楼,3人关注,共0次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004136977.html
15872,黄埔,区府,金碧世纪花园 ,金碧世纪花园 实用三房 园林景观,3室2厅,129平米,580,单价44962元/平米,南,精装,有电梯,高楼层(共25层),2004年建塔楼,0人关注,共0次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004325450.html
15873,黄埔,区府,泰景花园东城华庭 ,东城华庭 南向大三房 户型方正,3室2厅,125平米,500,单价40000元/平米,南,其他,有电梯,中楼层(共27层),2012年建塔楼,3人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004289925.html
15874,黄埔,区府,悦涛雅苑 ,悦涛雅苑 家电齐南北通透,3室2厅,87.08平米,320,单价36748元/平米,南,精装,有电梯,低楼层(共13层),2000年建塔楼,3人关注,共0次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004191892.html
15875,黄埔,开发区,菠萝庙船厂宿舍 ,菠萝庙船厂宿舍 底层小两房房，通风好,2室1厅,41.52平米,85,单价20473元/平米,东南,其他,无电梯,低楼层(共6层),塔楼,77人关注,共3次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003308154.html
15876,黄埔,区府,中鼎君和名城 ,中鼎君和名城 电梯两房 户型方正,2室2厅,76平米,330,单价43422元/平米,北,其他,有电梯,高楼层(共34层),2015年建塔楼,32人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003558901.html
15877,黄埔,区府,金碧世纪花园 ,金碧世纪花园 五期南向三房,4室2厅,129.72平米,580,单价44712元/平米,南,简装,有电梯,中楼层(共25层),2004年建塔楼,14人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003498707.html
15878,黄埔,科学城,金融街融穗御府 ,罗岗金融城别墅 业主重新设计 优美典雅,独栋别墅,4室2厅,1080,单价75838元/平米,142.41平米,南,其他,1层,暂无数据层,1人关注,共0次带看,7个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003211806.html
15879,黄埔,区府,丰乐小区91号大院 ,丰乐小区 中楼层大二房,2室2厅,80平米,245,单价30625元/平米,南 北,其他,无电梯,中楼层(共8层),1990年建塔楼,7人关注,共4次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003381074.html
15880,黄埔,区府,黄埔新村一期 ,黄埔新村 电梯三房 户型方正,3室2厅,95.5平米,295,单价30891元/平米,西南,精装,有电梯,高楼层(共9层),1997年建塔楼,9人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003673403.html
15881,黄埔,区府,黄埔花园 ,黄埔花园 高层大户型房子 安静不吵,4室2厅,174.26平米,750,单价43040元/平米,东南,简装,有电梯,中楼层(共24层),2011年建塔楼,20人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003375816.html
15882,黄埔,区府,金碧世纪花园 ,金碧世纪花园 实用三房 园林景观,3室2厅,163平米,620,单价38037元/平米,南,简装,有电梯,低楼层(共25层),2004年建塔楼,3人关注,共0次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004149938.html
15883,黄埔,科学城,保利林语山庄6区 ,保利林语山庄 大四房 环境优美,4室2厅,137平米,485,单价35402元/平米,东北,其他,有电梯,低楼层(共28层),塔楼,16人关注,共0次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003985445.html
15884,黄埔,科学城,雅居乐富春山居 ,雅居乐4房 南北通透，次新电梯楼,3室2厅,202平米,778,单价38515元/平米,南 北,其他,有电梯,低楼层(共25层),2014年建塔楼,3人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003338088.html
15885,黄埔,区府,金逸雅居 ,金逸雅居 3室2厅 450万,3室2厅,108平米,450,单价41667元/平米,北,简装,有电梯,低楼层(共17层),2006年建塔楼,0人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004357906.html
15886,黄埔,科学城,保利林语山庄6区 ,保利林语山庄 大四房 环境优美,4室2厅,137平米,485,单价35402元/平米,东北,其他,有电梯,低楼层(共28层),塔楼,16人关注,共0次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003985445.html
15887,黄埔,区府,黄埔花园 ,黄埔花园 精装修两房 采光通风好,2室2厅,84平米,386.4,单价46000元/平米,南 北,简装,有电梯,中楼层(共18层),2011年建塔楼,11人关注,共0次带看,3个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003636700.html
15888,黄埔,科学城,雅居乐富春山居 ,雅居乐4房 南北通透，次新电梯楼,3室2厅,202平米,778,单价38515元/平米,南 北,其他,有电梯,低楼层(共25层),2014年建塔楼,3人关注,共0次带看,5个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003338088.html
15889,黄埔,区府,东港花园 ,东港花园 电梯北向 阳台向小区花园,3室2厅,99平米,370,单价37374元/平米,北,其他,有电梯,中楼层(共11层),2010年建塔楼,4人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003665782.html
15890,黄埔,区府,金碧世纪花园 ,实用舒适单位 配套完善 采光通透,2室2厅,69平米,255,单价36957元/平米,北,简装,有电梯,高楼层(共32层),2004年建塔楼,18人关注,共4次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003948001.html
15891,黄埔,区府,金港花园 ,天伦东时区 精装三房 中楼层,3室2厅,89.56平米,388,单价43323元/平米,北,精装,有电梯,低楼层(共18层),2000年建塔楼,3人关注,共0次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003745305.html
15892,黄埔,科学城,飞晟文汇广场 ,飞晟文汇广场 复式 户型佳 通风采光好,4室2厅,140平米,295,单价21072元/平米,南 北,其他,-,中楼层(共15层),塔楼,19人关注,共0次带看,4个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003504736.html
15893,黄埔,区府,金碧世纪花园 ,金碧世纪花园 实用三房 园林景观,3室2厅,163平米,620,单价38037元/平米,南,简装,有电梯,低楼层(共25层),2004年建塔楼,3人关注,共0次带看,1个月以前发布,https://gz.lianjia.com/ershoufang/GZ0004149938.html
15894,黄埔,区府,鱼木小区 ,鱼木小区 南向三房 户型方正 交通便利,3室2厅,80.04平米,260,单价32484元/平米,南,简装,无电梯,中楼层(共9层),1993年建塔楼,35人关注,共2次带看,8个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003169718.html
15895,黄埔,区府,万科城市花园 ,万科城市花园 五号线物业 户型方正,2室2厅,75.08平米,295,单价39292元/平米,西北,简装,有电梯,高楼层(共11层),2003年建塔楼,21人关注,共5次带看,2个月以前发布,https://gz.lianjia.com/ershoufang/GZ0003773412.html
